name,salary_from,salary_to,salary_currency,area_name,published_at
"Инженер/Техник на автомойку самообслуживания, г. Мурманск",60000,,RUR,Мурманск,2022-12-14T11:59:17+0300
Аналитик 1С ERP в проектный офис в аккредитованную IT компанию,,,,Москва,2022-12-14T10:05:39+0300
Технический писатель,,,,Казань,2022-12-14T10:11:42+0300
Руководитель группы разработки (Team Lead),,,,Нижний Новгород,2022-12-14T11:54:05+0300
Эксперт серверной инфраструктуры Hitachi / Dell / Huawei / HPE / Lenovo,,,,Москва,2022-12-14T06:23:34+0300
Токарь-универсал,100000,130000,RUR,Пушкино (Московская область),2022-12-14T09:35:42+0300
Преподаватель профессиональных курсов по обучению ремонту телефонов,35000,60000,RUR,Новосибирск,2022-12-14T08:48:01+0300
Токарь в дивизион станкостроения,95000,125000,RUR,Набережные Челны,2022-12-14T10:42:56+0300
Руководитель проекта,100000,,RUR,Санкт-Петербург,2022-12-14T09:46:01+0300
Data Engineer / Разработчик BI,,,,Санкт-Петербург,2022-12-14T09:53:01+0300
Токарь 5 разряда,40000,,RUR,Саратов,2022-12-14T06:48:55+0300
Техник ОПС,40000,60000,RUR,Норильск,2022-12-14T05:42:55+0300
Специалист по защите информации в г. Томск,,,,Кемерово,2022-12-14T08:31:10+0300
Менеджер по стратегическому и операционному планированию,,,,Москва,2022-12-14T10:11:44+0300
Токарь,40000,,RUR,Нижний Новгород,2022-12-14T11:34:12+0300
Менеджер по продукту,90000,120000,RUR,Зеленоград,2022-12-14T11:06:39+0300
Токарь (5-6 разряд),70000,80000,RUR,Копейск,2022-12-14T11:46:53+0300
"Разработчик Go, Ozon Bank, Группа клиентских сервисов, Ozon Fintech",,,,Москва,2022-12-14T11:56:05+0300
Администратор проекта,15000,60000,RUR,Елабуга,2022-12-14T09:49:06+0300
Токарь с обязанностями фрезеровщика,105000,,RUR,Хабаровск,2022-12-14T07:24:21+0300
Токарь (крупногабаритные),123000,,RUR,Саяногорск,2022-12-14T08:54:30+0300
Токарь,,,,Дзержинск (Нижегородская область),2022-12-14T09:11:17+0300
Разработчик 1С в аккредитованную IT компанию,100000,200000,RUR,Москва,2022-12-14T10:05:49+0300
Заместитель главного механика (ОГР),,,,Пласт,2022-12-14T09:30:22+0300
Слесарь КИПиА 4 разряда,50000,50000,RUR,Кропоткин,2022-12-14T09:19:54+0300
Ведущий разработчик в области компьютерного зрения,,,,Ростов-на-Дону,2022-12-14T07:50:52+0300
Токарь-универсал,45000,,RUR,Туймазы,2022-12-14T11:35:04+0300
Технический архитектор (аккредитованная IT компания),250000,,RUR,Хабаровск,2022-12-14T03:04:08+0300
Слесарь по контрольно-измерительным приборам и автоматике 7 разряда,,,,Нижний Новгород,2022-12-14T09:12:53+0300
Оператор станков с программным управлением,52000,92000,RUR,Москва,2022-12-14T10:15:42+0300
Разработчик Python (Senior),,,,Москва,2022-12-14T10:29:37+0300
Токарь-универсал,100000,130000,RUR,Щелково,2022-12-14T09:32:55+0300
"Middle Game Designer (Hyper Casual, удаленно)",,,,Санкт-Петербург,2022-12-14T10:39:11+0300
Ведущий инженер-программист,51399,,RUR,Челябинск,2022-12-14T06:12:33+0300
Middle C# developer,,,,Ижевск,2022-12-14T08:20:16+0300
Инженер по ремонту оргтехники,40000,55000,RUR,Кемерово,2022-12-14T08:36:03+0300
"Оператор, токарных и фрезерных станков с ЧПУ",,,,Москва,2022-12-14T09:59:02+0300
Руководитель отдела разработки,,,,Москва,2022-12-14T09:40:10+0300
Руководитель Ресурсного центра биотехнологических продуктов,150000,150000,RUR,Сочи,2022-12-14T09:02:57+0300
Инженер-программист,16664,,RUR,Евпатория,2022-12-14T10:46:05+0300
Эксперт MES,,,,Москва,2022-12-14T11:48:07+0300
Токарь на большие станки,120000,,RUR,Воронеж,2022-12-14T08:56:41+0300
Токарь,,,,Пермь,2022-12-14T08:36:01+0300
Ученик (станок с ЧПУ),26000,30000,RUR,Муром,2022-12-14T11:21:14+0300
Middle .NET Developer,,,,Ташкент,2022-12-14T08:20:18+0300
Оператор станков с программным управлением (автоматный цех),33000,,RUR,Вологда,2022-12-14T09:04:25+0300
Оператор станков с ПУ и ЧПУ,60000,,RUR,Щелково,2022-12-14T09:51:43+0300
Business Developer / Маркетолог-аналитик,,,,Бишкек,2022-12-14T10:49:22+0300
PHP developer,220000,250000,RUR,Москва,2022-12-14T10:00:02+0300
Начальник ремонтно-механического цеха,60000,80000,RUR,Иркутск,2022-12-14T04:26:44+0300
Senior Backend Developer (Node.js),,,,Тбилиси,2022-12-14T11:46:23+0300
Станочник широкого профиля,124774,145421,RUR,Оренбург,2022-12-14T11:30:21+0300
Инженер электросвязи (Middle / Senior),50000,120000,RUR,Екатеринбург,2022-12-14T08:49:46+0300
Механик (Начальник ремонтно-механического цеха),60000,80000,RUR,Рубцовск,2022-12-14T04:26:43+0300
Начальник ремонтно-механического цеха,60000,80000,RUR,Горно-Алтайск,2022-12-14T04:26:44+0300
Инженер по кибербезопасности,,,,Москва,2022-12-14T11:10:34+0300
IT security specialist,,,,Москва,2022-12-14T11:44:14+0300
Консультант 1С,60000,,RUR,Уфа,2022-12-14T10:40:19+0300
Консультант 1C,,100000,RUR,Пермь,2022-12-14T07:45:54+0300
Инженер сервисного центра,180000,250000,KZT,Алматы,2022-12-14T11:51:23+0300
Эксперт по эксплуатации насосно-компрессорного оборудования (газопереработка),,,,Иркутск,2022-12-14T07:12:12+0300
"Lead Mobile QA (iOS, Android)",,,,Турция,2022-12-14T11:10:02+0300
Ведущий специалист по информационной безопасности,,,,Тюмень,2022-12-14T07:44:06+0300
Технический директор,,,,Саратов,2022-12-14T07:42:57+0300
Монтажник оборудования коксохимического производства,38500,44200,RUR,Кемерово,2022-12-14T07:14:25+0300
Специалист технической поддержки 1С,40000,,RUR,Тюмень,2022-12-14T08:30:18+0300
1С Программист,,,,Уральск,2022-12-14T10:54:17+0300
"Ведущий системный аналитик (MM, DQ)",,,,Москва,2022-12-14T10:40:15+0300
Senior iOS Developer,,,,Кипр,2022-12-14T11:25:55+0300
Программист 1С,150000,,RUR,Уфа,2022-12-14T10:40:37+0300
Токарь в дивизион станкостроения,95000,125000,RUR,Нижнекамск,2022-12-14T10:42:56+0300
Главный механик,44000,,RUR,Барнаул,2022-12-14T06:09:02+0300
Электромеханик по ремонту и обслуживанию оборудования,50000,55000,RUR,Новокузнецк,2022-12-14T04:15:31+0300
Программист 1С,35000,35000,RUR,Комсомольск-на-Амуре,2022-12-14T09:26:25+0300
Моторист цементно-пескосмесительного агрегата,,,,Пыть-Ях,2022-12-14T08:47:37+0300
Ведущий программист 1С (AXELOT WMS),150000,210000,RUR,Нижний Новгород,2022-12-14T08:25:22+0300
Механик-приёмщик,,,,Благовещенск (Амурская область),2022-12-14T02:30:32+0300
Инженер планово-предупредительного ремонта (энергетик),37800,,RUR,Киров (Кировская область),2022-12-14T10:41:01+0300
Инженер по развитию производственной системы,44000,47000,RUR,Новокузнецк,2022-12-14T04:15:31+0300
Руководитель отдела разработки,,,,Алматы,2022-12-14T07:14:50+0300
Старший инженер по информационной безопасности,,,,Тюмень,2022-12-14T10:17:43+0300
Ведущий консультант 1С ERP/ERP УХ,,,,Москва,2022-12-14T08:08:03+0300
"Преподаватель по направлению ""Холодильная техника""",25000,,RUR,Курск,2022-12-14T10:40:19+0300
Программист 1С ERP,,,,Москва,2022-12-14T08:08:03+0300
Фрезеровщик-универсал,1800,,BYR,Минск,2022-12-14T11:53:12+0300
Разработчик Битрикс24,,,,Караганда,2022-12-14T09:07:28+0300
Оператор ЧПУ,86000,,RUR,Йошкар-Ола,2022-12-14T09:05:24+0300
Инженер по безопасности дорожного движения,35000,35000,RUR,Волжский (Волгоградская область),2022-12-14T11:16:39+0300
Специалист (Отдел эксплуатации платежно-пропускных систем),,55000,RUR,Сочи,2022-12-14T11:26:57+0300
